postId,id,name,email,body,date,week,year_week,word_count,email_domain,text_length_category,post_count,avg_word_count,avg_length
4,23,Carmen_Keeling,Jayne_Kuhic@sydney.com,maiores sed dolores similique labore et inventore et quasi temporibus esse sunt id et eos voluptatem aliquam aliquid ratione corporis molestiae mollitia quia,2025-07-15 13:59:04.117633,29,2025-W28,23,sydney.com,Long,46,21.891304347826086,148.47826086956522
47,24,Meghan_Littel,Carmen_Keeling@caroline.name,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-09-06 13:59:04.117633,36,2025-W35,21,caroline.name,Long,50,21.26,148.02
18,25,Presley.Mueller,Presley.Mueller@myrl.com,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-08-13 13:59:04.117633,33,2025-W32,20,myrl.com,Long,52,21.25,147.42307692307693
87,26,Nikita,Lew@alysha.tv,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-08-11 13:59:04.117633,33,2025-W32,24,alysha.tv,Long,54,21.74074074074074,151.22222222222223
32,27,Hayden,Presley.Mueller@myrl.com,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-07-13 13:59:04.117633,28,2025-W28,21,myrl.com,Long,52,21.25,147.42307692307693
60,28,Jayne_Kuhic,Meghan_Littel@rosamond.me,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-07-10 13:59:04.117633,28,2025-W27,20,rosamond.me,Long,58,21.53448275862069,147.89655172413794
26,29,Meghan_Littel,Nikita@garfield.biz,maiores sed dolores similique labore et inventore et quasi temporibus esse sunt id et eos voluptatem aliquam aliquid ratione corporis molestiae mollitia quia,2025-09-06 13:59:04.117633,36,2025-W35,23,garfield.biz,Long,47,21.148936170212767,145.80851063829786
15,30,Carmen_Keeling,Carmen_Keeling@caroline.name,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-09-05 13:59:04.117633,36,2025-W35,21,caroline.name,Long,50,21.26,148.02
99,31,Carmen_Keeling,Mallory_Kunze@marie.org,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-30 13:59:04.117633,35,2025-W34,21,marie.org,Long,52,21.53846153846154,148.23076923076923
94,32,Carmen_Keeling,Lew@alysha.tv,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-08-02 13:59:04.117633,31,2025-W30,20,alysha.tv,Long,54,21.74074074074074,151.22222222222223
52,33,Jayne_Kuhic,Mallory_Kunze@marie.org,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-07-14 13:59:04.117633,29,2025-W28,20,marie.org,Long,52,21.53846153846154,148.23076923076923
81,34,Lew,Lew@alysha.tv,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-02 13:59:04.117633,31,2025-W30,21,alysha.tv,Long,54,21.74074074074074,151.22222222222223
47,35,Nikita,Hayden@althea.biz,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-07-15 13:59:04.117633,29,2025-W28,20,althea.biz,Long,44,21.40909090909091,147.79545454545453
44,36,Meghan_Littel,Nikita@garfield.biz,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-07-11 13:59:04.117633,28,2025-W27,23,garfield.biz,Long,47,21.148936170212767,145.80851063829786
85,37,Mallory_Kunze,Presley.Mueller@myrl.com,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-07-27 13:59:04.117633,30,2025-W30,21,myrl.com,Long,52,21.25,147.42307692307693
66,38,Dallas,Hayden@althea.biz,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-23 13:59:04.117633,34,2025-W33,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
81,39,Meghan_Littel,Lew@alysha.tv,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-09-04 13:59:04.117633,36,2025-W35,23,alysha.tv,Long,54,21.74074074074074,151.22222222222223
13,40,Presley.Mueller,Nikita@garfield.biz,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-07-24 13:59:04.117633,30,2025-W29,21,garfield.biz,Long,47,21.148936170212767,145.80851063829786
63,41,Hayden,Lew@alysha.tv,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-08-17 13:59:04.117633,33,2025-W33,20,alysha.tv,Long,54,21.74074074074074,151.22222222222223
43,42,Nikita,Jayne_Kuhic@sydney.com,maiores sed dolores similique labore et inventore et quasi temporibus esse sunt id et eos voluptatem aliquam aliquid ratione corporis molestiae mollitia quia,2025-07-30 13:59:04.117633,31,2025-W30,23,sydney.com,Long,46,21.891304347826086,148.47826086956522
81,43,Jayne_Kuhic,Lew@alysha.tv,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-07-07 13:59:04.117633,28,2025-W27,21,alysha.tv,Long,54,21.74074074074074,151.22222222222223
66,44,Jayne_Kuhic,Meghan_Littel@rosamond.me,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-07-10 13:59:04.117633,28,2025-W27,23,rosamond.me,Long,58,21.53448275862069,147.89655172413794
62,45,Eliseo,Dallas@ole.me,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-24 13:59:04.117633,34,2025-W34,21,ole.me,Long,39,21.307692307692307,150.15384615384616
45,46,Carmen_Keeling,Nikita@garfield.biz,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-26 13:59:04.117633,35,2025-W34,21,garfield.biz,Long,47,21.148936170212767,145.80851063829786
17,47,Dallas,Jayne_Kuhic@sydney.com,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-07-15 13:59:04.117633,29,2025-W28,23,sydney.com,Long,46,21.891304347826086,148.47826086956522
91,48,Presley.Mueller,Meghan_Littel@rosamond.me,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-07-22 13:59:04.117633,30,2025-W29,21,rosamond.me,Long,58,21.53448275862069,147.89655172413794
57,49,Lew,Hayden@althea.biz,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-09-02 13:59:04.117633,36,2025-W35,20,althea.biz,Long,44,21.40909090909091,147.79545454545453
9,50,Meghan_Littel,Hayden@althea.biz,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-13 13:59:04.117633,33,2025-W32,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
86,51,Dallas,Jayne_Kuhic@sydney.com,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-07-29 13:59:04.117633,31,2025-W30,23,sydney.com,Long,46,21.891304347826086,148.47826086956522
89,52,Mallory_Kunze,Hayden@althea.biz,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-09 13:59:04.117633,32,2025-W31,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
93,53,Hayden,Presley.Mueller@myrl.com,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-16 13:59:04.117633,33,2025-W32,21,myrl.com,Long,52,21.25,147.42307692307693
58,54,Jayne_Kuhic,Presley.Mueller@myrl.com,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-27 13:59:04.117633,35,2025-W34,21,myrl.com,Long,52,21.25,147.42307692307693
100,55,Lew,Lew@alysha.tv,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-07-06 13:59:04.117633,27,2025-W27,21,alysha.tv,Long,54,21.74074074074074,151.22222222222223
95,56,Presley.Mueller,Dallas@ole.me,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-27 13:59:04.117633,35,2025-W34,21,ole.me,Long,39,21.307692307692307,150.15384615384616
40,57,Jayne_Kuhic,Lew@alysha.tv,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-08-20 13:59:04.117633,34,2025-W33,24,alysha.tv,Long,54,21.74074074074074,151.22222222222223
13,58,Presley.Mueller,Presley.Mueller@myrl.com,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-07-04 13:59:04.117633,27,2025-W26,23,myrl.com,Long,52,21.25,147.42307692307693
75,59,Jayne_Kuhic,Meghan_Littel@rosamond.me,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-08-27 13:59:04.117633,35,2025-W34,21,rosamond.me,Long,58,21.53448275862069,147.89655172413794
17,60,Mallory_Kunze,Lew@alysha.tv,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-07-02 13:59:04.117633,27,2025-W26,23,alysha.tv,Long,54,21.74074074074074,151.22222222222223
50,61,Eliseo,Mallory_Kunze@marie.org,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-09-04 13:59:04.117633,36,2025-W35,20,marie.org,Long,52,21.53846153846154,148.23076923076923
6,62,Lew,Hayden@althea.biz,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-08-06 13:59:04.117633,32,2025-W31,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
6,63,Hayden,Nikita@garfield.biz,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-08-06 13:59:04.117633,32,2025-W31,21,garfield.biz,Long,47,21.148936170212767,145.80851063829786
23,64,Nikita,Eliseo@gardner.biz,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-08-14 13:59:04.117633,33,2025-W32,20,gardner.biz,Long,58,21.96551724137931,150.13793103448276
6,65,Meghan_Littel,Presley.Mueller@myrl.com,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-08-10 13:59:04.117633,32,2025-W32,20,myrl.com,Long,52,21.25,147.42307692307693
8,66,Eliseo,Dallas@ole.me,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-08-21 13:59:04.117633,34,2025-W33,20,ole.me,Long,39,21.307692307692307,150.15384615384616
80,67,Hayden,Eliseo@gardner.biz,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-07-05 13:59:04.117633,27,2025-W26,23,gardner.biz,Long,58,21.96551724137931,150.13793103448276
60,68,Eliseo,Jayne_Kuhic@sydney.com,harum non quasi et ratione tempore iure ex voluptates in ratione harum architecto fugit inventore cupiditate voluptates magni quo et,2025-09-04 13:59:04.117633,36,2025-W35,20,sydney.com,Long,46,21.891304347826086,148.47826086956522
35,69,Dallas,Hayden@althea.biz,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-08-17 13:59:04.117633,33,2025-W33,24,althea.biz,Long,44,21.40909090909091,147.79545454545453
31,70,Eliseo,Carmen_Keeling@caroline.name,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-09-05 13:59:04.117633,36,2025-W35,20,caroline.name,Long,50,21.26,148.02
56,71,Meghan_Littel,Hayden@althea.biz,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-07-19 13:59:04.117633,29,2025-W28,23,althea.biz,Long,44,21.40909090909091,147.79545454545453
26,72,Hayden,Lew@alysha.tv,maiores sed dolores similique labore et inventore et quasi temporibus esse sunt id et eos voluptatem aliquam aliquid ratione corporis molestiae mollitia quia,2025-08-14 13:59:04.117633,33,2025-W32,23,alysha.tv,Long,54,21.74074074074074,151.22222222222223
44,73,Dallas,Eliseo@gardner.biz,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-07-09 13:59:04.117633,28,2025-W27,21,gardner.biz,Long,58,21.96551724137931,150.13793103448276
52,74,Presley.Mueller,Meghan_Littel@rosamond.me,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-07-31 13:59:04.117633,31,2025-W30,20,rosamond.me,Long,58,21.53448275862069,147.89655172413794
14,75,Mallory_Kunze,Mallory_Kunze@marie.org,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-08-26 13:59:04.117633,35,2025-W34,23,marie.org,Long,52,21.53846153846154,148.23076923076923
57,76,Mallory_Kunze,Eliseo@gardner.biz,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-10 13:59:04.117633,32,2025-W32,21,gardner.biz,Long,58,21.96551724137931,150.13793103448276
71,77,Nikita,Nikita@garfield.biz,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-08-14 13:59:04.117633,33,2025-W32,20,garfield.biz,Long,47,21.148936170212767,145.80851063829786
16,78,Presley.Mueller,Carmen_Keeling@caroline.name,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-08-07 13:59:04.117633,32,2025-W31,20,caroline.name,Long,50,21.26,148.02
32,79,Hayden,Hayden@althea.biz,maiores sed dolores similique labore et inventore et quasi temporibus esse sunt id et eos voluptatem aliquam aliquid ratione corporis molestiae mollitia quia,2025-09-06 13:59:04.117633,36,2025-W35,23,althea.biz,Long,44,21.40909090909091,147.79545454545453
96,80,Hayden,Jayne_Kuhic@sydney.com,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-08-25 13:59:04.117633,35,2025-W34,23,sydney.com,Long,46,21.891304347826086,148.47826086956522
11,81,Eliseo,Mallory_Kunze@marie.org,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-08-10 13:59:04.117633,32,2025-W32,24,marie.org,Long,52,21.53846153846154,148.23076923076923
70,82,Lew,Meghan_Littel@rosamond.me,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-07-23 13:59:04.117633,30,2025-W29,23,rosamond.me,Long,58,21.53448275862069,147.89655172413794
24,83,Presley.Mueller,Hayden@althea.biz,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-08-18 13:59:04.117633,34,2025-W33,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
94,84,Nikita,Meghan_Littel@rosamond.me,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-07-07 13:59:04.117633,28,2025-W27,20,rosamond.me,Long,58,21.53448275862069,147.89655172413794
54,85,Hayden,Lew@alysha.tv,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-07-07 13:59:04.117633,28,2025-W27,24,alysha.tv,Long,54,21.74074074074074,151.22222222222223
23,86,Presley.Mueller,Eliseo@gardner.biz,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-08-14 13:59:04.117633,33,2025-W32,20,gardner.biz,Long,58,21.96551724137931,150.13793103448276
36,87,Presley.Mueller,Presley.Mueller@myrl.com,non et atque occaecati deserunt quas accusantium unde odit nobis qui voluptatem quia voluptas consequuntur itaque dolor et qui rerum deleniti ut occaecati,2025-08-19 13:59:04.117633,34,2025-W33,23,myrl.com,Long,52,21.25,147.42307692307693
36,88,Jayne_Kuhic,Lew@alysha.tv,voluptate iusto quis nobis reprehenderit ipsum amet nulla quia quas dolores velit et non aut quia necessitatibus nostrum quaerat nulla et accusamus nisi facilis,2025-08-05 13:59:04.117633,32,2025-W31,24,alysha.tv,Long,54,21.74074074074074,151.22222222222223
100,89,Lew,Dallas@ole.me,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-09-09 13:59:04.117633,37,2025-W36,20,ole.me,Long,39,21.307692307692307,150.15384615384616
5,90,Nikita,Eliseo@gardner.biz,est natus enim nihil est dolore omnis voluptatem numquam et omnis occaecati quod ullam at voluptatem error expedita pariatur nihil sint nostrum voluptatem,2025-08-17 13:59:04.117633,33,2025-W33,23,gardner.biz,Long,58,21.96551724137931,150.13793103448276
36,91,Hayden,Hayden@althea.biz,ut voluptatem corrupti velit ad voluptatem maiores et nisi velit vero accusamus maiores voluptates sequi et unde sed ut sed aliquam,2025-08-20 13:59:04.117633,34,2025-W33,21,althea.biz,Long,44,21.40909090909091,147.79545454545453
15,92,Nikita,Carmen_Keeling@caroline.name,quia molestiae reprehenderit quasi aspernatur aut expedita occaecati aliquam eveniet laudantium omnis quibusdam delectus saepe quia accusamus maiores nam est,2025-08-20 13:59:04.117633,34,2025-W33,20,caroline.name,Long,50,21.26,148.02
73,93,Carmen_Keeling,Presley.Mueller@myrl.com,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-24 13:59:04.117633,34,2025-W34,21,myrl.com,Long,52,21.25,147.42307692307693
77,94,Meghan_Littel,Jayne_Kuhic@sydney.com,sapiente assumenda molestiae atque adipisci laborum distinctio aperiam et ab ut omnis et occaecati aspernatur odit sit rem expedita quas enim,2025-08-05 13:59:04.117633,32,2025-W31,21,sydney.com,Long,46,21.891304347826086,148.47826086956522
23,95,Hayden,Meghan_Littel@rosamond.me,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-07-18 13:59:04.117633,29,2025-W28,20,rosamond.me,Long,58,21.53448275862069,147.89655172413794
87,96,Jayne_Kuhic,Meghan_Littel@rosamond.me,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-07-09 13:59:04.117633,28,2025-W27,21,rosamond.me,Long,58,21.53448275862069,147.89655172413794
80,97,Lew,Dallas@ole.me,doloribus at sed quis culpa deserunt consectetur qui praesentium accusamus fugiat dicta voluptatem rerum ut voluptate autem voluptatem repellendus aspernatur,2025-08-10 13:59:04.117633,32,2025-W32,20,ole.me,Long,39,21.307692307692307,150.15384615384616
98,98,Meghan_Littel,Dallas@ole.me,laudantium enim quasi est quidem magnam voluptate ipsam eos tempora quo necessitatibus dolor quam autem quasi reiciendis et nam sapiente accusantium,2025-09-04 13:59:04.117633,36,2025-W35,21,ole.me,Long,39,21.307692307692307,150.15384615384616
